,date,time,VI,VItext,wnd,mxgHt
2018-08-02 16:00:00,02-AUGUST-2018,16:00,80.0,GOOD,7.0,3652.0
2018-08-03 07:00:00,03-AUGUST-2018,07:00,10.0,POOR,3.0,850.0
2018-08-03 16:00:00,03-AUGUST-2018,16:00,93.0,GOOD,12.0,3048.0
2018-08-04 07:00:00,04-AUGUST-2018,07:00,23.0,POOR,5.0,1333.0
2018-08-04 16:00:00,04-AUGUST-2018,16:00,60.0,GOOD,5.0,3180.0
2018-08-05 07:00:00,05-AUGUST-2018,07:00,20.0,POOR,4.0,1301.0
2018-08-05 16:00:00,05-AUGUST-2018,16:00,82.0,GOOD,8.0,3435.0
2018-08-06 07:00:00,06-AUGUST-2018,07:00,10.0,POOR,2.0,909.0
2018-08-06 16:00:00,06-AUGUST-2018,16:00,81.0,GOOD,7.0,3730.0
2018-08-07 07:00:00,07-AUGUST-2018,07:00,10.0,POOR,3.0,852.0
2018-08-07 16:00:00,07-AUGUST-2018,16:00,42.0,FAIR,7.0,1785.0
2018-08-08 07:00:00,08-AUGUST-2018,07:00,15.0,POOR,7.0,952.0
2018-08-08 16:00:00,08-AUGUST-2018,16:00,77.0,GOOD,6.0,3919.0
2018-08-09 07:00:00,09-AUGUST-2018,07:00,10.0,POOR,3.0,872.0
2018-08-09 16:00:00,09-AUGUST-2018,16:00,87.0,GOOD,8.0,3734.0
2018-08-10 07:00:00,10-AUGUST-2018,07:00,10.0,POOR,3.0,841.0
2018-08-10 16:00:00,10-AUGUST-2018,16:00,63.0,GOOD,4.0,4092.0
2018-08-11 07:00:00,11-AUGUST-2018,07:00,17.0,POOR,10.0,942.0
2018-08-11 16:00:00,11-AUGUST-2018,16:00,50.0,FAIR,11.0,1617.0
2018-08-12 07:00:00,12-AUGUST-2018,07:00,9.0,POOR,0.0,1142.0
2018-08-12 16:00:00,12-AUGUST-2018,16:00,27.0,POOR,3.0,1921.0
2018-08-13 07:00:00,13-AUGUST-2018,07:00,22.0,POOR,3.0,1594.0
2018-08-13 16:00:00,13-AUGUST-2018,16:00,54.0,FAIR,6.0,2486.0
2018-08-14 07:00:00,14-AUGUST-2018,07:00,18.0,POOR,5.0,1101.0
2018-08-14 16:00:00,14-AUGUST-2018,16:00,56.0,GOOD,6.0,2596.0
2018-08-15 07:00:00,15-AUGUST-2018,07:00,11.0,POOR,2.0,920.0
2018-08-15 16:00:00,15-AUGUST-2018,16:00,66.0,GOOD,5.0,3657.0
2018-08-16 07:00:00,16-AUGUST-2018,07:00,10.0,POOR,2.0,858.0
2018-08-16 16:00:00,16-AUGUST-2018,16:00,78.0,GOOD,7.0,3535.0
2018-08-17 07:00:00,17-AUGUST-2018,07:00,10.0,POOR,6.0,829.0
2018-08-17 16:00:00,17-AUGUST-2018,16:00,89.0,GOOD,10.0,3312.0
2018-08-18 07:00:00,18-AUGUST-2018,07:00,12.0,POOR,8.0,848.0
2018-08-18 16:00:00,18-AUGUST-2018,16:00,52.0,FAIR,8.0,1985.0
2018-08-19 07:00:00,19-AUGUST-2018,07:00,14.0,POOR,4.0,1018.0
2018-08-19 16:00:00,19-AUGUST-2018,16:00,20.0,POOR,7.0,1085.0
2018-08-20 07:00:00,20-AUGUST-2018,07:00,36.0,FAIR,6.0,1689.0
2018-08-20 16:00:00,20-AUGUST-2018,16:00,35.0,FAIR,3.0,2557.0
2018-08-21 07:00:00,21-AUGUST-2018,07:00,18.0,POOR,8.0,988.0
2018-08-21 16:00:00,21-AUGUST-2018,16:00,37.0,FAIR,5.0,1932.0
2018-08-22 07:00:00,22-AUGUST-2018,07:00,9.0,POOR,0.0,857.0
2018-08-22 07:00:00,22-AUGUST-2018,07:00,9.0,POOR,0.0,857.0
2018-08-22 16:00:00,22-AUGUST-2018,16:00,64.0,GOOD,10.0,2126.0
2018-08-22 16:00:00,22-AUGUST-2018,16:00,64.0,GOOD,10.0,2126.0
2018-08-24 07:00:00,24-AUGUST-2018,07:00,16.0,POOR,3.0,1197.0
2018-08-24 16:00:00,24-AUGUST-2018,16:00,40.0,FAIR,6.0,1866.0
2018-08-25 07:00:00,25-AUGUST-2018,07:00,12.0,POOR,2.0,1096.0
2018-08-25 16:00:00,25-AUGUST-2018,16:00,16.0,POOR,1.0,2020.0
2018-08-26 07:00:00,26-AUGUST-2018,07:00,15.0,POOR,3.0,1149.0
2018-08-26 16:00:00,26-AUGUST-2018,16:00,38.0,FAIR,6.0,1784.0
2018-08-27 07:00:00,27-AUGUST-2018,07:00,19.0,POOR,4.0,1250.0
2018-08-27 16:00:00,27-AUGUST-2018,16:00,34.0,FAIR,4.0,2017.0
2018-08-28 07:00:00,28-AUGUST-2018,07:00,13.0,POOR,3.0,1036.0
2018-08-28 16:00:00,28-AUGUST-2018,16:00,40.0,FAIR,5.0,2094.0
2018-08-29 07:00:00,29-AUGUST-2018,07:00,11.0,POOR,3.0,920.0
2018-08-29 16:00:00,29-AUGUST-2018,16:00,99.0,GOOD,20.0,2559.0
2018-08-30 07:00:00,30-AUGUST-2018,07:00,20.0,POOR,4.0,1316.0
2018-08-30 07:00:00,30-AUGUST-2018,07:00,20.0,POOR,4.0,1316.0
2018-08-30 16:00:00,30-AUGUST-2018,16:00,64.0,GOOD,8.0,2468.0
2018-08-30 16:00:00,30-AUGUST-2018,16:00,64.0,GOOD,8.0,2468.0
2018-09-01 07:00:00,01-SEPTEMBER-2018,07:00,33.0,POOR,17.0,1073.0
2018-09-01 16:00:00,01-SEPTEMBER-2018,16:00,64.0,GOOD,7.0,2714.0
2018-09-02 07:00:00,02-SEPTEMBER-2018,07:00,13.0,POOR,4.0,969.0
2018-09-02 16:00:00,02-SEPTEMBER-2018,16:00,56.0,GOOD,6.0,2619.0
2018-09-03 07:00:00,03-SEPTEMBER-2018,07:00,24.0,POOR,7.0,1188.0
2018-09-03 16:00:00,03-SEPTEMBER-2018,16:00,67.0,GOOD,8.0,2587.0
2018-09-04 07:00:00,04-SEPTEMBER-2018,07:00,12.0,POOR,1.0,1324.0
2018-09-04 16:00:00,04-SEPTEMBER-2018,16:00,53.0,FAIR,6.0,2444.0
2018-09-05 07:00:00,05-SEPTEMBER-2018,07:00,10.0,POOR,1.0,891.0
2018-09-05 16:00:00,05-SEPTEMBER-2018,16:00,67.0,GOOD,10.0,2250.0
2018-09-06 07:00:00,06-SEPTEMBER-2018,07:00,11.0,POOR,5.0,844.0
2018-09-06 16:00:00,06-SEPTEMBER-2018,16:00,56.0,GOOD,9.0,1989.0
2018-09-07 07:00:00,07-SEPTEMBER-2018,07:00,10.0,POOR,4.0,840.0
2018-09-07 16:00:00,07-SEPTEMBER-2018,16:00,77.0,GOOD,6.0,3892.0
2018-09-08 07:00:00,08-SEPTEMBER-2018,07:00,18.0,POOR,7.0,1029.0
2018-09-08 16:00:00,08-SEPTEMBER-2018,16:00,43.0,FAIR,4.0,2583.0
2018-09-09 07:00:00,09-SEPTEMBER-2018,07:00,11.0,POOR,2.0,1006.0
2018-09-09 16:00:00,09-SEPTEMBER-2018,16:00,38.0,FAIR,4.0,2298.0
2018-09-10 07:00:00,10-SEPTEMBER-2018,07:00,12.0,POOR,2.0,1101.0
2018-09-10 16:00:00,10-SEPTEMBER-2018,16:00,86.0,GOOD,14.0,2456.0
2018-09-11 07:00:00,11-SEPTEMBER-2018,07:00,16.0,POOR,3.0,1196.0
2018-09-11 16:00:00,11-SEPTEMBER-2018,16:00,68.0,GOOD,5.0,3785.0
2018-09-12 07:00:00,12-SEPTEMBER-2018,07:00,10.0,POOR,1.0,1042.0
2018-09-12 16:00:00,12-SEPTEMBER-2018,16:00,80.0,GOOD,5.0,4785.0
2018-09-13 07:00:00,13-SEPTEMBER-2018,07:00,17.0,POOR,6.0,1047.0
2018-09-13 07:00:00,13-SEPTEMBER-2018,07:00,17.0,POOR,6.0,1047.0
2018-09-13 16:00:00,13-SEPTEMBER-2018,16:00,57.0,GOOD,14.0,1589.0
2018-09-13 16:00:00,13-SEPTEMBER-2018,16:00,68.0,GOOD,5.0,3785.0
2018-09-15 07:00:00,15-SEPTEMBER-2018,07:00,13.0,POOR,2.0,1127.0
2018-09-15 16:00:00,15-SEPTEMBER-2018,16:00,22.0,POOR,3.0,1601.0
2018-09-16 07:00:00,16-SEPTEMBER-2018,07:00,16.0,POOR,5.0,1043.0
2018-09-16 16:00:00,16-SEPTEMBER-2018,16:00,29.0,POOR,9.0,1229.0
2018-09-17 07:00:00,17-SEPTEMBER-2018,07:00,14.0,POOR,3.0,1077.0
2018-09-17 16:00:00,17-SEPTEMBER-2018,16:00,60.0,GOOD,6.0,2785.0
2018-09-18 07:00:00,18-SEPTEMBER-2018,07:00,12.0,POOR,2.0,1070.0
2018-09-18 16:00:00,18-SEPTEMBER-2018,16:00,65.0,GOOD,7.0,2740.0
2018-09-19 07:00:00,19-SEPTEMBER-2018,07:00,19.0,POOR,5.0,1141.0
2018-09-19 16:00:00,19-SEPTEMBER-2018,16:00,59.0,GOOD,12.0,1772.0
2018-09-20 07:00:00,20-SEPTEMBER-2018,07:00,10.0,POOR,2.0,869.0
2018-09-20 16:00:00,20-SEPTEMBER-2018,16:00,31.0,POOR,5.0,1658.0
2018-09-21 07:00:00,21-SEPTEMBER-2018,07:00,12.0,POOR,3.0,993.0
2018-09-21 16:00:00,21-SEPTEMBER-2018,16:00,15.0,POOR,4.0,1074.0
2018-09-22 07:00:00,22-SEPTEMBER-2018,07:00,16.0,POOR,4.0,1084.0
2018-09-22 16:00:00,22-SEPTEMBER-2018,16:00,91.0,GOOD,12.0,2985.0
2018-09-23 07:00:00,23-SEPTEMBER-2018,07:00,16.0,POOR,4.0,1122.0
2018-09-23 16:00:00,23-SEPTEMBER-2018,16:00,72.0,GOOD,11.0,2307.0
2018-09-24 07:00:00,24-SEPTEMBER-2018,07:00,16.0,POOR,6.0,996.0
2018-09-24 16:00:00,24-SEPTEMBER-2018,16:00,79.0,GOOD,12.0,2442.0
2018-09-25 07:00:00,25-SEPTEMBER-2018,07:00,14.0,POOR,4.0,1016.0
2018-09-25 16:00:00,25-SEPTEMBER-2018,16:00,41.0,FAIR,5.0,2116.0
2018-09-26 07:00:00,26-SEPTEMBER-2018,07:00,12.0,POOR,5.0,910.0
2018-09-26 16:00:00,26-SEPTEMBER-2018,16:00,46.0,FAIR,6.0,2101.0
2018-09-27 07:00:00,27-SEPTEMBER-2018,07:00,12.0,POOR,4.0,904.0
2018-09-27 16:00:00,27-SEPTEMBER-2018,16:00,21.0,POOR,3.0,1549.0
2018-09-28 07:00:00,28-SEPTEMBER-2018,07:00,17.0,POOR,5.0,1098.0
2018-09-28 16:00:00,28-SEPTEMBER-2018,16:00,21.0,POOR,3.0,1530.0
2018-09-29 07:00:00,29-SEPTEMBER-2018,07:00,11.0,POOR,2.0,921.0
2018-09-29 16:00:00,29-SEPTEMBER-2018,16:00,90.0,GOOD,15.0,2497.0
2018-10-01 07:00:00,01-OCTOBER-2018,07:00,24.0,POOR,7.0,1195.0
2018-10-01 16:00:00,01-OCTOBER-2018,16:00,46.0,FAIR,12.0,1447.0
2018-10-02 07:00:00,02-OCTOBER-2018,07:00,21.0,POOR,4.0,1375.0
2018-10-02 16:00:00,02-OCTOBER-2018,16:00,20.0,POOR,3.0,1459.0
2018-10-03 07:00:00,03-OCTOBER-2018,07:00,12.0,POOR,2.0,1029.0
2018-10-03 16:00:00,03-OCTOBER-2018,16:00,25.0,POOR,3.0,1788.0
2018-10-04 07:00:00,04-OCTOBER-2018,07:00,12.0,POOR,2.0,1066.0
2018-10-04 16:00:00,04-OCTOBER-2018,16:00,48.0,FAIR,10.0,1649.0
2018-10-05 07:00:00,05-OCTOBER-2018,07:00,12.0,POOR,2.0,1074.0
2018-10-05 16:00:00,05-OCTOBER-2018,16:00,40.0,FAIR,9.0,1490.0
2018-10-06 07:00:00,06-OCTOBER-2018,07:00,14.0,POOR,4.0,991.0
2018-10-06 16:00:00,06-OCTOBER-2018,16:00,38.0,FAIR,8.0,1538.0
2018-10-07 07:00:00,07-October-2018,07:00,12.0,POOR,2.0,1012.0
2018-10-07 16:00:00,07-October-2018,16:00,18.0,POOR,2.0,1581.0
2018-10-08 07:00:00,08-OCTOBER-2018,07:00,12.0,POOR,3.0,973.0
2018-10-08 16:00:00,08-OCTOBER-2018,16:00,38.0,FAIR,6.0,1764.0
2018-10-09 07:00:00,09-OCTOBER-2018,07:00,19.0,POOR,6.0,1089.0
2018-10-09 16:00:00,09-OCTOBER-2018,16:00,26.0,POOR,4.0,1596.0
2018-10-10 07:00:00,10-OCTOBER-2018,07:00,17.0,POOR,5.0,1071.0
2018-10-10 16:00:00,10-OCTOBER-2018,16:00,39.0,FAIR,6.0,1823.0
2018-10-11 07:00:00,11-October-2018,07:00,19.0,POOR,6.0,1106.0
2018-10-11 16:00:00,11-October-2018,16:00,38.0,FAIR,7.0,1639.0
2018-10-12 07:00:00,12-October-2018,07:00,14.0,POOR,4.0,1001.0
2018-10-12 16:00:00,12-October-2018,16:00,90.0,GOOD,21.0,2016.0
2018-10-13 07:00:00,13-October-2018,07:00,18.0,POOR,14.0,910.0
2018-10-13 16:00:00,13-October-2018,16:00,98.0,GOOD,20.0,2303.0
2018-10-14 07:00:00,14-October-2018,07:00,12.0,POOR,6.0,877.0
2018-10-14 16:00:00,14-October-2018,16:00,63.0,GOOD,10.0,2085.0
2018-10-15 07:00:00,15-OCTOBER-2018,07:00,11.0,POOR,3.0,878.0
2018-10-15 16:00:00,15-OCTOBER-2018,16:00,21.0,POOR,4.0,1326.0
2018-10-16 07:00:00,16-OCTOBER-2018,07:00,11.0,POOR,3.0,878.0
2018-10-16 16:00:00,16-OCTOBER-2018,16:00,21.0,POOR,4.0,1326.0
2018-10-17 07:00:00,17-OCTOBER-2018,07:00,11.0,POOR,7.0,840.0
2018-10-17 16:00:00,17-OCTOBER-2018,16:00,16.0,POOR,3.0,1204.0
2018-10-18 07:00:00,18-OCTOBER-2018,07:00,10.0,POOR,4.0,841.0
2018-10-18 16:00:00,18-OCTOBER-2018,16:00,16.0,POOR,3.0,1239.0
2018-10-19 07:00:00,19-OCTOBER-2018,07:00,9.0,POOR,1.0,853.0
2018-10-19 16:00:00,19-OCTOBER-2018,16:00,19.0,POOR,4.0,1257.0
2018-10-20 07:00:00,20-OCTOBER-2018,07:00,11.0,POOR,5.0,859.0
2018-10-20 16:00:00,20-OCTOBER-2018,16:00,19.0,POOR,4.0,1266.0
2018-10-21 07:00:00,21-OCTOBER-2018,07:00,10.0,POOR,3.0,823.0
2018-10-21 16:00:00,21-OCTOBER-2018,16:00,14.0,POOR,2.0,1225.0
2018-10-22 07:00:00,22-OCTOBER-2018,07:00,11.0,POOR,6.0,856.0
2018-10-22 16:00:00,22-OCTOBER-2018,16:00,30.0,POOR,10.0,1204.0
2018-10-23 07:00:00,23-OCTOBER-2018,07:00,10.0,POOR,4.0,827.0
2018-10-23 16:00:00,23-OCTOBER-2018,16:00,13.0,POOR,2.0,1145.0
2018-10-24 07:00:00,24-OCTOBER-2018,07:00,10.0,POOR,4.0,811.0
2018-10-24 16:00:00,24-OCTOBER-2018,16:00,14.0,POOR,3.0,1111.0
2018-10-25 07:00:00,25-OCTOBER-2018,07:00,12.0,POOR,3.0,948.0
2018-10-25 16:00:00,25-OCTOBER-2018,16:00,22.0,POOR,4.0,1413.0
2018-10-26 07:00:00,26-OCTOBER-2018,07:00,15.0,POOR,5.0,997.0
2018-10-26 16:00:00,26-OCTOBER-2018,16:00,18.0,POOR,4.0,1185.0
2018-10-27 07:00:00,27-OCTOBER-2018,07:00,10.0,POOR,1.0,975.0
2018-10-27 16:00:00,27-OCTOBER-2018,16:00,61.0,GOOD,10.0,2016.0
2018-10-28 07:00:00,28-OCTOBER-2018,07:00,17.0,POOR,7.0,1010.0
2018-10-28 16:00:00,28-OCTOBER-2018,16:00,25.0,POOR,8.0,1172.0
2018-10-29 07:00:00,29-OCTOBER-2018,07:00,13.0,POOR,3.0,1041.0
2018-10-29 16:00:00,29-OCTOBER-2018,16:00,32.0,POOR,5.0,1712.0
2018-10-30 07:00:00,30-OCTOBER-2018,07:00,10.0,POOR,2.0,890.0
2018-10-30 16:00:00,30-OCTOBER-2018,16:00,47.0,FAIR,7.0,1971.0
2018-10-31 07:00:00,31-OCTOBER-2018,07:00,13.0,POOR,4.0,983.0
2018-10-31 16:00:00,31-OCTOBER-2018,16:00,15.0,POOR,2.0,1369.0
2018-11-01 07:00:00,01-NOVEMBER-2018,07:00,10.0,POOR,5.0,824.0
2018-11-01 16:00:00,01-NOVEMBER-2018,16:00,31.0,POOR,10.0,1229.0
2018-11-02 07:00:00,02-NOVEMBER-2018,07:00,13.0,POOR,4.0,981.0
2018-11-02 16:00:00,02-NOVEMBER-2018,16:00,34.0,FAIR,11.0,1251.0
2018-11-03 07:00:00,03-NOVEMBER-2018,07:00,12.0,POOR,2.0,1011.0
2018-11-03 16:00:00,03-NOVEMBER-2018,16:00,38.0,FAIR,13.0,1252.0
2018-11-04 07:00:00,04-NOVEMBER-2018,07:00,13.0,POOR,4.0,986.0
2018-11-04 16:00:00,04-NOVEMBER-2018,16:00,85.0,GOOD,23.0,1764.0
2018-11-05 07:00:00,05-NOVEMBER-2018,07:00,10.0,POOR,2.0,848.0
2018-11-05 16:00:00,05-NOVEMBER-2018,16:00,36.0,FAIR,10.0,1326.0
2018-11-06 07:00:00,06-NOVEMBER-2018,07:00,13.0,POOR,3.0,1012.0
2018-11-06 16:00:00,06-NOVEMBER-2018,16:00,46.0,FAIR,10.0,1578.0
2018-11-07 07:00:00,07-NOVEMBER-2018,07:00,16.0,POOR,6.0,1013.0
2018-11-07 16:00:00,07-NOVEMBER-2018,16:00,55.0,GOOD,13.0,1599.0
2018-11-08 07:00:00,08-NOVEMBER-2018,07:00,17.0,POOR,5.0,1098.0
2018-11-08 16:00:00,08-NOVEMBER-2018,16:00,21.0,POOR,5.0,1232.0
2018-11-09 07:00:00,09-NOVEMBER-2018,07:00,15.0,POOR,6.0,980.0
2018-11-09 16:00:00,09-NOVEMBER-2018,16:00,58.0,GOOD,11.0,1822.0
2018-11-10 07:00:00,10-NOVEMBER-2018,07:00,16.0,POOR,7.0,978.0
2018-11-10 16:00:00,10-NOVEMBER-2018,16:00,17.0,POOR,3.0,1281.0
2018-11-11 07:00:00,11-NOVEMBER-2018,07:00,14.0,POOR,4.0,1009.0
2018-11-11 16:00:00,11-NOVEMBER-2018,16:00,18.0,POOR,3.0,1315.0
2018-11-12 07:00:00,12-NOVEMBER-2018,07:00,12.0,POOR,2.0,1064.0
2018-11-12 16:00:00,12-NOVEMBER-2018,16:00,13.0,POOR,2.0,1142.0
2018-11-13 07:00:00,13-NOVEMBER-2018,07:00,17.0,POOR,7.0,985.0
2018-11-13 16:00:00,13-NOVEMBER-2018,16:00,25.0,POOR,10.0,1090.0
2018-11-14 07:00:00,14-NOVEMBER-2018,07:00,18.0,POOR,9.0,973.0
2018-11-14 16:00:00,14-NOVEMBER-2018,16:00,17.0,POOR,7.0,996.0
2018-11-15 07:00:00,15-NOVEMBER-2018,07:00,18.0,POOR,9.0,973.0
2018-11-15 16:00:00,15-NOVEMBER-2018,16:00,29.0,POOR,13.0,1092.0
2018-11-16 07:00:00,16-NOVEMBER-2018,07:00,55.0,GOOD,14.0,1535.0
2018-11-16 16:00:00,16-NOVEMBER-2018,16:00,57.0,GOOD,22.0,1299.0
2018-11-17 07:00:00,17-NOVEMBER-2018,07:00,15.0,POOR,5.0,1006.0
2018-11-17 16:00:00,17-NOVEMBER-2018,16:00,19.0,POOR,4.0,1243.0
2018-11-18 07:00:00,18-NOVEMBER-2018,07:00,11.0,POOR,2.0,1007.0
2018-11-18 16:00:00,18-NOVEMBER-2018,16:00,20.0,POOR,3.0,1485.0
2018-11-19 07:00:00,19-NOVEMBER-2018,07:00,12.0,POOR,4.0,929.0
2018-11-19 16:00:00,19-NOVEMBER-2018,16:00,20.0,POOR,7.0,1076.0
2018-11-20 07:00:00,20-NOVEMBER-2018,07:00,15.0,POOR,7.0,950.0
2018-11-20 16:00:00,20-NOVEMBER-2018,16:00,17.0,POOR,6.0,1041.0
2018-11-21 07:00:00,21-NOVEMBER-2018,07:00,15.0,POOR,8.0,914.0
2018-11-21 16:00:00,21-NOVEMBER-2018,16:00,21.0,POOR,10.0,1012.0
2018-11-22 07:00:00,22-NOVEMBER-2018,07:00,16.0,POOR,9.0,928.0
2018-11-22 16:00:00,22-NOVEMBER-2018,16:00,17.0,POOR,5.0,1078.0
2018-11-23 07:00:00,23-NOVEMBER-2018,07:00,12.0,POOR,5.0,881.0
2018-11-23 16:00:00,23-NOVEMBER-2018,16:00,22.0,POOR,7.0,1137.0
2018-11-24 07:00:00,24-NOVEMBER-2018,07:00,14.0,POOR,5.0,966.0
2018-11-24 16:00:00,24-NOVEMBER-2018,16:00,21.0,POOR,5.0,1254.0
2018-11-25 07:00:00,25-NOVEMBER-2018,07:00,13.0,POOR,3.0,1009.0
2018-11-25 16:00:00,25-NOVEMBER-2018,16:00,19.0,POOR,5.0,1171.0
2018-11-26 07:00:00,26-NOVEMBER-2018,07:00,16.0,POOR,8.0,942.0
2018-11-26 16:00:00,26-NOVEMBER-2018,16:00,20.0,POOR,8.0,1040.0
2018-11-27 07:00:00,27-NOVEMBER-2018,07:00,16.0,POOR,7.0,961.0
2018-11-27 16:00:00,27-NOVEMBER-2018,16:00,24.0,POOR,10.0,1065.0
2018-11-28 07:00:00,28-NOVEMBER-2018,07:00,11.0,POOR,5.0,855.0
2018-11-28 16:00:00,28-NOVEMBER-2018,16:00,22.0,POOR,7.0,1123.0
2018-11-29 07:00:00,29-NOVEMBER-2018,07:00,10.0,POOR,4.0,838.0
2018-11-29 16:00:00,29-NOVEMBER-2018,16:00,11.0,POOR,1.0,1106.0
2018-11-30 07:00:00,30-NOVEMBER-2018,07:00,11.0,POOR,2.0,935.0
2018-11-30 16:00:00,30-NOVEMBER-2018,16:00,34.0,FAIR,15.0,1113.0
2018-12-01 07:00:00,01-December-2018,07:00,11.0,POOR,3.0,932.0
2018-12-01 16:00:00,01-December-2018,16:00,31.0,POOR,10.0,1210.0
2018-12-02 07:00:00,02-DECEMBER-2018,07:00,14.0,POOR,5.0,977.0
2018-12-02 16:00:00,02-DECEMBER-2018,16:00,17.0,POOR,4.0,1132.0
2018-12-03 07:00:00,03-DECEMBER-2018,07:00,14.0,POOR,5.0,963.0
2018-12-03 16:00:00,03-DECEMBER-2018,16:00,22.0,POOR,4.0,1390.0
2018-12-04 07:00:00,04-DECEMBER-2018,07:00,13.0,POOR,4.0,970.0
2018-12-04 16:00:00,04-DECEMBER-2018,16:00,15.0,POOR,3.0,1183.0
2018-12-05 07:00:00,05-DECEMBER-2018,07:00,11.0,POOR,3.0,924.0
2018-12-05 16:00:00,05-DECEMBER-2018,16:00,18.0,POOR,5.0,1125.0
2018-12-06 07:00:00,06-DECEMBER-2018,07:00,10.0,POOR,1.0,942.0
2018-12-06 16:00:00,06-DECEMBER-2018,16:00,14.0,POOR,4.0,1032.0
2018-12-07 07:00:00,07-DECEMBER-2018,07:00,10.0,POOR,6.0,823.0
2018-12-07 16:00:00,07-DECEMBER-2018,16:00,15.0,POOR,6.0,962.0
2018-12-08 07:00:00,08-DECEMBER-2018,07:00,11.0,POOR,7.0,830.0
2018-12-08 16:00:00,08-DECEMBER-2018,16:00,17.0,POOR,7.0,988.0
2018-12-09 07:00:00,09-DECEMBER-2018,07:00,16.0,POOR,10.0,918.0
2018-12-09 16:00:00,09-DECEMBER-2018,16:00,18.0,POOR,8.0,1005.0
2018-12-10 07:00:00,10-DECEMBER-2018,07:00,14.0,POOR,7.0,907.0
2018-12-10 16:00:00,10-DECEMBER-2018,16:00,18.0,POOR,8.0,997.0
2018-12-11 07:00:00,11-DECEMBER-2018,07:00,10.0,POOR,5.0,824.0
2018-12-11 16:00:00,11-DECEMBER-2018,16:00,20.0,POOR,10.0,999.0
2018-12-12 07:00:00,12-DECEMBER-2018,07:00,10.0,POOR,3.0,830.0
2018-12-12 16:00:00,12-DECEMBER-2018,16:00,35.0,FAIR,15.0,1129.0
2018-12-13 07:00:00,13-DECEMBER-2018,07:00,10.0,POOR,7.0,815.0
2018-12-13 16:00:00,13-DECEMBER-2018,16:00,21.0,POOR,15.0,936.0
2018-12-14 07:00:00,14-DECEMBER-2018,07:00,17.0,POOR,22.0,854.0
2018-12-14 16:00:00,14-DECEMBER-2018,16:00,42.0,FAIR,35.0,985.0
2018-12-15 07:00:00,15-December-2018,07:00,13.0,POOR,9.0,861.0
2018-12-15 16:00:00,15-December-2018,16:00,16.0,POOR,7.0,979.0
2018-12-16 07:00:00,16-DECEMBER-2018,07:00,13.0,POOR,8.0,882.0
2018-12-16 16:00:00,16-DECEMBER-2018,16:00,19.0,POOR,7.0,1049.0
2018-12-17 07:00:00,17-December-2018,07:00,11.0,POOR,4.0,886.0
2018-12-17 16:00:00,17-December-2018,16:00,14.0,POOR,4.0,993.0
2018-12-18 07:00:00,18-DECEMBER-2018,07:00,11.0,POOR,6.0,854.0
2018-12-18 16:00:00,18-DECEMBER-2018,16:00,24.0,POOR,10.0,1075.0
2018-12-19 07:00:00,19-DECEMBER-2018,07:00,10.0,POOR,6.0,823.0
2018-12-19 16:00:00,19-DECEMBER-2018,16:00,18.0,POOR,12.0,930.0
2018-12-20 07:00:00,20-DECEMBER-2018,07:00,12.0,POOR,13.0,823.0
2018-12-20 16:00:00,20-DECEMBER-2018,16:00,34.0,FAIR,14.0,1140.0
2018-12-21 07:00:00,21-DECEMBER-2018,07:00,29.0,POOR,25.0,945.0
2018-12-21 07:00:00,21-DECEMBER-2018,07:00,29.0,POOR,25.0,945.0
2018-12-21 16:00:00,21-DECEMBER-2018,16:00,40.0,FAIR,17.0,1169.0
2018-12-21 16:00:00,21-DECEMBER-2018,16:00,40.0,FAIR,17.0,1169.0
2018-12-23 07:00:00,23-DECEMBER-2018,07:00,15.0,POOR,7.0,952.0
2018-12-23 16:00:00,23-DECEMBER-2018,16:00,14.0,POOR,3.0,1067.0
2018-12-24 07:00:00,24-DECEMBER-2018,07:00,10.0,POOR,2.0,882.0
2018-12-24 16:00:00,24-DECEMBER-2018,16:00,15.0,POOR,3.0,1144.0
2018-12-25 07:00:00,25-DECEMBER-2018,07:00,15.0,POOR,8.0,928.0
2018-12-25 16:00:00,25-DECEMBER-2018,16:00,27.0,POOR,11.0,1105.0
2018-12-26 07:00:00,26-DECEMBER-2018,07:00,16.0,POOR,7.0,973.0
2018-12-26 16:00:00,26-DECEMBER-2018,16:00,20.0,POOR,5.0,1193.0
2018-12-27 07:00:00,27-DECEMBER-2018,07:00,13.0,POOR,5.0,919.0
2018-12-27 16:00:00,27-DECEMBER-2018,16:00,18.0,POOR,5.0,1133.0
2018-12-28 07:00:00,28-DECEMBER-2018,07:00,10.0,POOR,2.0,899.0
2018-12-28 16:00:00,28-DECEMBER-2018,16:00,18.0,POOR,5.0,1118.0
2018-12-29 07:00:00,29-DECEMBER-2018,07:00,18.0,POOR,7.0,1022.0
2018-12-29 16:00:00,29-DECEMBER-2018,16:00,53.0,FAIR,20.0,1285.0
2018-12-30 07:00:00,30-DECEMBER-2018,07:00,12.0,POOR,17.0,814.0
2018-12-30 16:00:00,30-DECEMBER-2018,16:00,33.0,POOR,14.0,1127.0
2018-12-31 07:00:00,31-DECEMBER-2018,07:00,10.0,POOR,3.0,818.0
2018-12-31 16:00:00,31-DECEMBER-2018,16:00,17.0,POOR,5.0,1076.0
2019-01-01 07:00:00,01-JANUARY-2019,07:00,12.0,POOR,4.0,940.0
2019-01-01 16:00:00,01-JANUARY-2019,16:00,26.0,POOR,3.0,1879.0
